index,Drug_Name,Reason,Description,Side_Effects
8003,Crispa A Tablet 10'S,Pain,"post-operative fever, after tonsillectomy","Rash, Nausea, Drowsiness"
8004,CROCIMAX Infusion 100ml,Pain,"conditions, where patient is unable to take oral medications","Dizziness, Nausea, Rash"
8005,CROCIMAX SR 1000mg Tablet 10's,Pain,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache","Diarrhea, Vomiting, Headache"
8006,Crocin Pain Relief Tablet 15'SCrocin 1000mg Tablet 10'S,Pain,short-term treatment of moderate pain after dental surgeryÂ in people 16 years ofÂ age and older,"Vomiting, Headache, Stomach pain"
8007,Cromal Inhaler 120MdiCromal 20mg Rotacap 30'SCromal 5mg Inhaler 112Mdi,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Stomach pain, Diarrhea, Drowsiness"
8008,Cuga S Capsule 10'SCUGA Tablet 10'sCuga Plus Tablet 10'S,Pain,pre-immunization reactions,"Diarrhea, Dizziness, Dry mouth"
8009,CURE 60 Tablet 10's,Pain,"post-operative fever, after tonsillectomy","Dizziness, Fatigue, Dry mouth"
8010,CUREJOINT AC Tablet 10's,Pain,"conditions, where patient is unable to take oral medications","Diarrhea, Nausea, Dry mouth"
8011,Curenim P Tablet 10'S,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Drowsiness, Vomiting, Headache"
8012,Cycladol 20mg Tablet 4'S,Pain,pre-immunization reactions,"Fatigue, Rash, Drowsiness"
8013,Cyclop Tablet 10'S,Pain,"post-operative fever, after tonsillectomy","Headache, Diarrhea, Vomiting"
8014,Cyclotab Dm Tablet 10's,Pain,"conditions, where patient is unable to take oral medications","Headache, Rash, Dry mouth"
8015,Cyclozobid 20/100mg Tablet 10'S,Pain,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache","Nausea, Rash, Fatigue"
8016,Cyli P Tablet 10'S,Pain,short-term treatment of moderate pain after dental surgeryÂ in people 16 years ofÂ age and older,"Dizziness, Nausea, Fatigue"
8017,Cyndol 50mg Tablet 10'SCyndol 75mg Tablet 10'S,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Dizziness, Vomiting, Rash"
8018,Cytil Fort D Tablet 10's,Pain,pre-immunization reactions,"Diarrhea, Dry mouth, Vomiting"
8019,Cytonac ER Capsule 10'S,Pain,"post-operative fever, after tonsillectomy","Vomiting, Fatigue, Stomach pain"
8020,D F O Spray 55gm,Pain,"conditions, where patient is unable to take oral medications","Nausea, Dizziness, Vomiting"
8021,D F O Red Liniment 50ml,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Vomiting, Dizziness, Fatigue"
8022,D Gesic 75mg Injection 1ml,Pain,pre-immunization reactions,"Stomach pain, Nausea, Headache"
8023,D Kool Capsule 10'S,Pain,"post-operative fever, after tonsillectomy","Diarrhea, Stomach pain, Drowsiness"
8024,D P C Tablet 30's,Pain,"conditions, where patient is unable to take oral medications","Rash, Nausea, Diarrhea"
8025,D Pep Tablet 10's,Pain,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache","Diarrhea, Drowsiness, Headache"
8026,D Pep XP Tablet 10'S,Pain,short-term treatment of moderate pain after dental surgeryÂ in people 16 years ofÂ age and older,"Stomach pain, Drowsiness, Dry mouth"
8027,D Plus 50/650mg Tablet 10'S,Pain,pre-immunization reactions,"Headache, Diarrhea, Vomiting"
8028,D Rab 100/20mg Capsule 10'SD Rab 100/20mg Capsule 15'S,Pain,"post-operative fever, after tonsillectomy","Vomiting, Nausea, Stomach pain"
8029,D Signoflam Transgel Gel 30gm,Pain,"conditions, where patient is unable to take oral medications","Vomiting, Headache, Stomach pain"
8030,Dairo 50mg Tablet 10'S,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Headache, Stomach pain, Dry mouth"
8031,DAN Gel 75gmDAN 50mg Tablet 10'SDAN Gel 30gm,Pain,pre-immunization reactions,"Headache, Drowsiness, Fatigue"
8032,DAN MR Tablet 10'S,Pain,"post-operative fever, after tonsillectomy","Rash, Dizziness, Drowsiness"
8033,DAN P Tablet 10'S,Pain,"conditions, where patient is unable to take oral medications","Diarrhea, Rash, Fatigue"
8034,DAN SP Tablet 10'S,Pain,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache","Nausea, Fatigue, Rash"
8035,DAN SR 100mg Tablet 10'S,Pain,short-term treatment of moderate pain after dental surgeryÂ in people 16 years ofÂ age and older,"Dry mouth, Dizziness, Nausea"
8036,Dart Tablet 10'S,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Vomiting, Rash, Stomach pain"
8037,Darvocet 650/65mg Tablet 10'S,Pain,pre-immunization reactions,"Dizziness, Headache, Nausea"
8038,Daser Forte Tablet 10'S,Pain,"post-operative fever, after tonsillectomy","Drowsiness, Vomiting, Nausea"
8039,Datio Plus Tablet 10'S,Pain,"conditions, where patient is unable to take oral medications","Headache, Stomach pain, Nausea"
8040,DBULL Tablet 10's,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Dry mouth, Fatigue, Vomiting"
8041,DBULL SP Tablet 10's,Pain,pre-immunization reactions,"Dry mouth, Dizziness, Diarrhea"
8042,Dclonom S Tablet 10'S,Pain,"post-operative fever, after tonsillectomy","Dizziness, Dry mouth, Headache"
8043,Dcmol Tablet 10'S,Pain,"conditions, where patient is unable to take oral medications","Dizziness, Rash, Stomach pain"
8044,Dcmol M Tablet 10'S,Pain,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache","Diarrhea, Vomiting, Fatigue"
8045,Debrilyse Tablet 10'S,Pain,short-term treatment of moderate pain after dental surgeryÂ in people 16 years ofÂ age and older,"Fatigue, Dizziness, Headache"
8046,Debrilyse Forte Tablet 10'S,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Nausea, Vomiting, Drowsiness"
8047,Debrilyse Plus Tablet 10'S,Pain,pre-immunization reactions,"Stomach pain, Headache, Nausea"
8048,Decifen Gel 30gmDecifen 50mg Tablet 10'S,Pain,"post-operative fever, after tonsillectomy","Vomiting, Nausea, Fatigue"
8049,Decifen MR 100mg Tablet 10'S,Pain,"conditions, where patient is unable to take oral medications","Fatigue, Headache, Stomach pain"
8050,Decifen P 50/500mg Tablet 10'S,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Stomach pain, Nausea, Dizziness"
8051,Decifen SP 50/10mg Tablet 10'S,Pain,pre-immunization reactions,"Dry mouth, Rash, Dizziness"
8052,Declonam SP Tablet 10'S,Pain,"post-operative fever, after tonsillectomy","Fatigue, Rash, Nausea"
8053,Decolgel Gel 30gmDecolgel Gel 15gm,Pain,"conditions, where patient is unable to take oral medications","Diarrhea, Stomach pain, Fatigue"
8054,Deeclo Injection 30mlDeeclo Gel 30gm,Pain,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache","Dry mouth, Diarrhea, Dizziness"
8055,Deep Senz Ointment 50gm,Pain,short-term treatment of moderate pain after dental surgeryÂ in people 16 years ofÂ age and older,"Dizziness, Rash, Diarrhea"
8056,Defenac 50mg Tablet 10'SDefenac 1% Gel 15gmDefenac 25mg Injection 30mlDefenac Spray 55gmDefenac 25mg Injection 3ml,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Fatigue, Stomach pain, Vomiting"
8057,Defenac P Silver Tablet 10'SDefenac P White Tablet 10'S,Pain,pre-immunization reactions,"Drowsiness, Diarrhea, Rash"
8058,Defenac P Red Tablet 10'S,Pain,"post-operative fever, after tonsillectomy","Rash, Dizziness, Headache"
8059,Defenac SR 100mg Tablet 10'S,Pain,"conditions, where patient is unable to take oral medications","Fatigue, Dizziness, Drowsiness"
8060,Deflate Tablet 10'SDeflate Tablet 3'S,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Headache, Dizziness, Drowsiness"
8061,Deflate D Tablet 10'S,Pain,pre-immunization reactions,"Drowsiness, Dizziness, Rash"
8062,Defzona 30mg Tablet 10'SDefzona 1mg Tablet 10'S,Pain,"post-operative fever, after tonsillectomy","Vomiting, Nausea, Dizziness"
8063,DELFENAC TABLET 10'S,Pain,"conditions, where patient is unable to take oral medications","Drowsiness, Fatigue, Dizziness"
8064,Delpodol Tablet 10'S,Pain,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache","Stomach pain, Dry mouth, Diarrhea"
8065,Delpoflex Tablet 10'SDelpoflex A Tablet 10'S,Pain,short-term treatment of moderate pain after dental surgeryÂ in people 16 years ofÂ age and older,"Dizziness, Dry mouth, Fatigue"
8066,Delupa 200mg Tablet 10'S,Pain,pre-immunization reactions,"Dry mouth, Dizziness, Stomach pain"
8067,Delupa P Tablet 10'S,Pain,"post-operative fever, after tonsillectomy","Drowsiness, Dizziness, Fatigue"
8068,Delupa SP Tablet 10'S,Pain,"conditions, where patient is unable to take oral medications","Nausea, Vomiting, Rash"
8069,Delupa TH 8mg Capsule 10'S,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Diarrhea, Headache, Dry mouth"
8070,DEMO 100mg Tablet 10'sDEMO 50mg Tablet 10's,Pain,pre-immunization reactions,"Rash, Diarrhea, Dizziness"
8071,Denim Plus Tablet 10'S,Pain,"post-operative fever, after tonsillectomy","Stomach pain, Fatigue, Headache"
8072,Densaid MR Topical Rollon 40gm,Pain,"conditions, where patient is unable to take oral medications","Stomach pain, Diarrhea, Rash"
8073,Densaid MR Topical Solution 30ml,Pain,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache","Nausea, Diarrhea, Fatigue"
8074,Densaid QA Sachet 10X1gm,Pain,short-term treatment of moderate pain after dental surgeryÂ in people 16 years ofÂ age and older,"Dry mouth, Drowsiness, Fatigue"
8075,Densaid Topical Solution 50ml,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Rash, Nausea, Dizziness"
8076,Dentaforce DT 10mg Tablet 10'S,Pain,pre-immunization reactions,"Headache, Fatigue, Dry mouth"
8077,Dentain Tablet 10'S,Pain,"post-operative fever, after tonsillectomy","Fatigue, Vomiting, Rash"
8078,Dentanac P Tablet 10'S,Pain,"conditions, where patient is unable to take oral medications","Fatigue, Drowsiness, Nausea"
8079,Depain SR 100mg Tablet 10'S,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Headache, Vomiting, Nausea"
8080,Derofen Tablet 10'S,Pain,pre-immunization reactions,"Dry mouth, Diarrhea, Nausea"
8081,Dexovon 400/70mg Capsule 10'S,Pain,"post-operative fever, after tonsillectomy","Stomach pain, Fatigue, Drowsiness"
8082,Dezacor 24mg Tablet 6'SDezacor 18mg Tablet 6'S,Pain,"conditions, where patient is unable to take oral medications","Fatigue, Stomach pain, Diarrhea"
8083,Dezocort 30mg Tablet 3'S,Pain,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache","Headache, Fatigue, Nausea"
8084,DFLAM Tablet 10's,Pain,short-term treatment of moderate pain after dental surgeryÂ in people 16 years ofÂ age and older,"Headache, Fatigue, Vomiting"
8085,DFO Gel 50gmDFO Gel 30gmDFO Nanogel 30gm,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Headache, Fatigue, Diarrhea"
8086,DFO 4X Gel(Topical) 50gm,Pain,pre-immunization reactions,"Diarrhea, Dry mouth, Drowsiness"
8087,DFO Red Gel 30gm,Pain,"post-operative fever, after tonsillectomy","Rash, Nausea, Fatigue"
8088,Dfriz Tablet 6'S,Pain,"conditions, where patient is unable to take oral medications","Vomiting, Nausea, Fatigue"
8089,DFZ 30mg Tablet 6'S,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Diarrhea, Drowsiness, Stomach pain"
8090,DGM Plus Tablet 10'S,Pain,pre-immunization reactions,"Stomach pain, Fatigue, Nausea"
8091,DIASDAC ER Tablet 10's,Pain,"post-operative fever, after tonsillectomy","Diarrhea, Rash, Nausea"
8092,Diazox Liniment 30mlDiazox Tablet 10'S,Pain,"conditions, where patient is unable to take oral medications","Stomach pain, Dizziness, Diarrhea"
8093,Dibol Tablet 10'SDibol S Tablet 10'S,Pain,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache","Vomiting, Stomach pain, Fatigue"
8094,Dibol LD Tablet 10'S,Pain,short-term treatment of moderate pain after dental surgeryÂ in people 16 years ofÂ age and older,"Dry mouth, Dizziness, Diarrhea"
8095,Dibol MR Tablet 10'S,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Headache, Dry mouth, Rash"
8096,DIC T Tablet 10'S,Pain,pre-immunization reactions,"Drowsiness, Dry mouth, Fatigue"
8097,Dicflam Gel 30gm,Pain,"post-operative fever, after tonsillectomy","Vomiting, Drowsiness, Headache"
8098,Dicka Tablet 10'S,Pain,"conditions, where patient is unable to take oral medications","Stomach pain, Dry mouth, Fatigue"
8099,Dicka F Tablet 10'S,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Dry mouth, Stomach pain, Dizziness"
8100,Dicloact Plus Tablet 10'S,Pain,pre-immunization reactions,"Fatigue, Diarrhea, Nausea"
8101,DICLOACT SR 100mg Tablet 10's,Pain,"post-operative fever, after tonsillectomy","Nausea, Headache, Rash"
8102,Dicloaqua Injection 1ml,Pain,"conditions, where patient is unable to take oral medications","Vomiting, Fatigue, Drowsiness"
8103,Diclobenz Gel 30gm,Pain,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache","Headache, Drowsiness, Fatigue"
8104,DICLODASE Tablet 10's,Pain,short-term treatment of moderate pain after dental surgeryÂ in people 16 years ofÂ age and older,"Stomach pain, Headache, Nausea"
8105,Diclodol 75mg Injection 3ml,Pain,pre-immunization reactions,"Rash, Nausea, Drowsiness"
8106,Diclofam 25mg Injection 3mlDiclofam 50mg Tablet 100'SDiclofam Gel 30gm,Pain,"post-operative fever, after tonsillectomy","Vomiting, Diarrhea, Headache"
8107,Diclofam Forte Gel 30gm,Pain,"conditions, where patient is unable to take oral medications","Dry mouth, Vomiting, Headache"
8108,DICLOFAM HOT Gel(Topical) 30gm,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Dry mouth, Headache, Nausea"
8109,Diclofam MR 50/325/250mg Tablet 10'S,Pain,pre-immunization reactions,"Vomiting, Dry mouth, Headache"
8110,Diclofam Plus Tablet 10'S,Pain,"post-operative fever, after tonsillectomy","Rash, Headache, Drowsiness"
8111,Diclofam Plus Green Tablet 10'S,Pain,"conditions, where patient is unable to take oral medications","Fatigue, Rash, Vomiting"
8112,Diclofam Plus Red Tablet 10'S,Pain,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache","Stomach pain, Rash, Drowsiness"
8113,Diclofam Plus Yellow Tablet 10'S,Pain,short-term treatment of moderate pain after dental surgeryÂ in people 16 years ofÂ age and older,"Drowsiness, Vomiting, Nausea"
8114,Diclofam SP 50/10mg Tablet 10'S,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Rash, Vomiting, Dizziness"
8115,Diclofen 25mg Injection 3ml,Pain,pre-immunization reactions,"Drowsiness, Stomach pain, Fatigue"
8116,Diclofen SP Tablet 10'S,Pain,"post-operative fever, after tonsillectomy","Drowsiness, Dry mouth, Dizziness"
8117,Diclofen SR 100mg Tablet 10'S,Pain,"conditions, where patient is unable to take oral medications","Rash, Stomach pain, Nausea"
8118,Diclofenac (Bluecross) 50mg Tablet 10'SDiclofenac (Bluecross) GEL 30gm,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Stomach pain, Fatigue, Drowsiness"
8119,DICLOFENAC SODIUM(CADILA) Injection 3ml,Pain,pre-immunization reactions,"Diarrhea, Nausea, Stomach pain"
8120,Diclofenac(Cip) 3mg Injection 3ml,Pain,"post-operative fever, after tonsillectomy","Dizziness, Fatigue, Headache"
8121,Dicloflam 50mg Tablet 10'S,Pain,"conditions, where patient is unable to take oral medications","Dizziness, Rash, Diarrhea"
8122,DICLOFLAM FORTE Tablet 10'sDicloflam Forte 50/325/250mg Gel 30gm,Pain,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache","Dizziness, Fatigue, Drowsiness"
8123,DICLOFLAM PLUS Tablet 10's,Pain,short-term treatment of moderate pain after dental surgeryÂ in people 16 years ofÂ age and older,"Dizziness, Drowsiness, Vomiting"
8124,Dicloflame 50mg Tablet 10'SDicloflame Gel 30gmDicloflame Injection 3ml,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Drowsiness, Fatigue, Vomiting"
8125,Diclogal Sp Tablet 10's,Pain,pre-immunization reactions,"Dry mouth, Rash, Nausea"
8126,Diclogel Gel 30gm,Pain,"post-operative fever, after tonsillectomy","Diarrhea, Vomiting, Drowsiness"
8127,Diclogen Plus Tablet 10'S,Pain,"conditions, where patient is unable to take oral medications","Drowsiness, Diarrhea, Rash"
8128,Diclogesic Gel 30gmDiclogesic Tablet 10'SDiclogesic Spas Tablet 10'S,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Vomiting, Fatigue, Headache"
8129,Diclogesic RR Injection 2ml,Pain,pre-immunization reactions,"Vomiting, Drowsiness, Fatigue"
8130,Diclogesic SP Tablet 10'S,Pain,"post-operative fever, after tonsillectomy","Nausea, Diarrhea, Dry mouth"
8131,Diclokem Plus Tablet 10'S,Pain,"conditions, where patient is unable to take oral medications","Dizziness, Stomach pain, Fatigue"
8132,Dicloliv Plus Tablet 10'S,Pain,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache","Dizziness, Nausea, Drowsiness"
8133,Diclomac Gel 25gm,Pain,short-term treatment of moderate pain after dental surgeryÂ in people 16 years ofÂ age and older,"Stomach pain, Diarrhea, Rash"
8134,Diclomac Mr Tablet 10's,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Drowsiness, Vomiting, Fatigue"
8135,Diclomax 25mg Injection 3mlDiclomax 50mg Tablet 10'SDiclomax 25mg Injection 30mlDiclomax 25mg Tablet 10'S,Pain,pre-immunization reactions,"Stomach pain, Nausea, Rash"
8136,Diclomax Power 1.16% Gel 30gm,Pain,"post-operative fever, after tonsillectomy","Fatigue, Vomiting, Diarrhea"
8137,Diclomax SP Tablet 10'S,Pain,"conditions, where patient is unable to take oral medications","Rash, Stomach pain, Dizziness"
8138,Diclomax SR 100mg Tablet 10'S,Pain,"fever, pain, tonsilitis, upper respiratory tract infection,","Stomach pain, Dizziness, Nausea"
8139,Diclomint S Tablet 10'S,Pain,pre-immunization reactions,"Vomiting, Dizziness, Fatigue"
8140,Diclomist Solution 30ml,Pain,"post-operative fever, after tonsillectomy","Stomach pain, Drowsiness, Nausea"
